Protein_IDs,log2FC,AveExpr,t,P,adj.P,B,Majority,Protein,Gene,direction,tier2
Q7Z7H5,-0.35615022245029593,22.077208455073468,-1.6065427092734355,0.11362554834645452,0.5001946018850624,-4.802593828685798,Q7Z7H5,Transmembrane emp24 domain-containing protein 4,TMED4,n.s.,n.s.
O00161,-0.30025148283653635,20.639647051542262,-1.6055133543897648,0.11385211338175365,0.5001946018850624,-4.804104475577703,O00161,Synaptosomal-associated protein 23,SNAP23,n.s.,n.s.
P08240,0.222199673505191,20.249606517617718,1.602420271441834,0.11452350989668256,0.5001946018850624,-4.808623872192387,P08240,Signal recognition particle receptor subunit alpha,SRPR,n.s.,n.s.
P43487,0.335354216804145,20.556370812808833,1.6023037124894604,0.11456091262759761,0.5001946018850624,-4.808809187282296,P43487,Ran-specific GTPase-activating protein,RANBP1,n.s.,n.s.
O60437,-0.5478632394118605,21.23421253453855,-1.599198965568229,0.11524993390315298,0.5001946018850624,-4.813351996217182,O60437,Periplakin,PPL,n.s.,n.s.
P30047,-0.3447139230305396,24.294285760237518,-1.598429785232195,0.11542115024417192,0.5001946018850624,-4.8144762080105465,P30047,GTP cyclohydrolase 1 feedback regulatory protein,GCHFR,n.s.,n.s.
P62847,-0.27522077008844903,22.503696335256922,-1.5980289304834379,0.1154998286288295,0.5001946018850624,-4.815048853804056,P62847,40S ribosomal protein S24,RPS24,n.s.,n.s.
P26640,0.37082883900642116,23.59887119863361,1.5977803645538253,0.11556586833063807,0.5001946018850624,-4.8154249994292115,P26640,Valine--tRNA ligase,VARS,n.s.,n.s.
P40121,-0.34662118752253335,24.095050423518924,-1.5909629375501357,0.11709392682577302,0.5027929173082293,-4.825363953178716,P40121,Macrophage-capping protein,CAPG,n.s.,n.s.
Q14152,-0.14055268058727322,23.427641345260387,-1.5901296067708908,0.11727021457132882,0.5027929173082293,-4.826562643189243,Q14152,Eukaryotic translation initiation factor 3 subunit A,EIF3A,n.s.,n.s.
O14599;P47804,0.2701443185850074,21.28798386474424,1.5872346694670953,0.11792559651856038,0.5027929173082293,-4.830770503302182,O14599;P47804,Testis-specific basic protein Y 2;RPE-retinal G protein-coupled receptor,BPY2;RGR,n.s.,n.s.
P12814;P35609;Q08043,0.3033077933802879,24.976888500449494,1.5840699014908421,0.11865544102490552,0.5027929173082293,-4.835373782599133,P12814,Alpha-actinin-1,ACTN1,n.s.,n.s.
Q9H0D6,0.2957594173295419,21.729378474819093,1.5832451819190743,0.11883609721561894,0.5027929173082293,-4.83656061870444,Q9H0D6,5-3 exoribonuclease 2,XRN2,n.s.,n.s.
P16615;O14983,0.27982456553195334,23.764477220888978,1.58272186542875,0.11896276851143885,0.5027929173082293,-4.837326724133618,P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,n.s.,n.s.
P51149,0.17782510946272367,24.724316722227538,1.582604826143379,0.11897787241071148,0.5027929173082293,-4.837483298622068,P51149,Ras-related protein Rab-7a,RAB7A,n.s.,n.s.
Q9H4A6,-0.3836778430477956,19.936740178803635,-1.579566697040511,0.11968459226568984,0.5027929173082293,-4.841891788658473,Q9H4A6,Golgi phosphoprotein 3,GOLPH3,n.s.,n.s.
O60832,-0.24730446382234916,22.24480260680508,-1.5790737000401995,0.1197860851312094,0.5027929173082293,-4.842591714086716,O60832,H/ACA ribonucleoprotein complex subunit 4,DKC1,n.s.,n.s.
P31025,-0.34896685785869863,22.286064132725347,-1.578721150872896,0.11987862912783842,0.5027929173082293,-4.843113758375899,P31025,Lipocalin-1,LCN1,n.s.,n.s.
P21399,-0.33315824479976186,21.833723601165524,-1.5762950761175265,0.12043677109694147,0.5027929173082293,-4.846616570171459,P21399,Cytoplasmic aconitate hydratase,ACO1,n.s.,n.s.
P55735,-0.28596806579541223,22.325061034590004,-1.5751838608011512,0.12068460169152372,0.5027929173082293,-4.848210307920686,P55735,Protein SEC13 homolog,SEC13,n.s.,n.s.
O43830,0.33861098906729126,20.19764574573428,1.5747272149992237,0.12079858183379853,0.5027929173082293,-4.848877663170252,O43830,Zinc finger protein 73,ZNF73,n.s.,n.s.
P34820,0.439356936789423,22.460592190320753,1.56719527660782,0.12254888950967938,0.5085778914651694,-4.859711227905179,P34820,Bone morphogenetic protein 8B,BMP8B,n.s.,n.s.
O75323,-0.3174076761977638,21.507542209739185,-1.5566768184439275,0.1250271801962272,0.5120442423422066,-4.874761054893704,O75323,Protein NipSnap homolog 2,GBAS,n.s.,n.s.
Q99733,-0.30520416921582694,22.413033499463296,-1.5564886025320075,0.12507188892666796,0.5120442423422066,-4.875029510918807,Q99733,Nucleosome assembly protein 1-like 4,NAP1L4,n.s.,n.s.
P29966,0.5764592605174528,20.48197206373731,1.5563564524790319,0.1251032874378515,0.5120442423422066,-4.875217981381905,P29966,Myristoylated alanine-rich C-kinase substrate,MARCKS,n.s.,n.s.
O95793,0.2829350206767707,20.18535529353527,1.5542201380888594,0.12561174562993038,0.5120442423422066,-4.878262731285106,O95793,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,n.s.,n.s.
P06744;Q8N196,0.29636621865169843,25.549542061604683,1.5514967567417044,0.12626232441316448,0.5120442423422066,-4.882138643275379,P06744,Glucose-6-phosphate isomerase,GPI,n.s.,n.s.
P80303,-0.4877314296791688,21.142477186185154,-1.5509635328835938,0.12639001903340283,0.5120442423422066,-4.882896798689695,P80303,Nucleobindin-2,NUCB2,n.s.,n.s.
Q14126,-0.39176815996034975,22.573817672051803,-1.5491281189431017,0.1268303467440583,0.5120442423422066,-4.885504628324671,Q14126,Desmoglein-2,DSG2,n.s.,n.s.
Q9BV40,0.2972485199306547,21.78050989212673,1.5474506807676323,0.1272305828421002,0.5120442423422066,-4.887882688522237,Q9BV40,Vesicle-associated membrane protein 8,VAMP8,n.s.,n.s.
P26196,0.2424254708192244,21.726102999346082,1.547368698408129,0.12724198535909703,0.5120442423422066,-4.8879917349478035,P26196,Probable ATP-dependent RNA helicase DDX6,DDX6,n.s.,n.s.
Q9UNL2,0.22308000198771083,21.714566576471878,1.54544613779954,0.12770576552736937,0.5120442423422066,-4.890717663773676,Q9UNL2,Translocon-associated protein subunit gamma,SSR3,n.s.,n.s.
P48039,-0.19103361114968465,24.03828301686746,-1.5432774944244214,0.12823052645484878,0.5120442423422066,-4.893788779924501,P48039,Melatonin receptor type 1A,MTNR1A,n.s.,n.s.
Q9NQC3,-0.303905032729201,24.214206532125115,-1.5423798100037367,0.12845985296949333,0.5120442423422066,-4.895068594285515,Q9NQC3,Reticulon-4,RTN4,n.s.,n.s.
P51858;Q9Y3E1,0.3673646475159309,20.958292888348137,1.5418620272152517,0.12858556804853594,0.5120442423422066,-4.895800836996198,P51858,Hepatoma-derived growth factor,HDGF,n.s.,n.s.
P26583,0.42664047938665206,21.894774032745847,1.540919095413217,0.12881475920688418,0.5120442423422066,-4.897133742344203,P26583,High mobility group protein B2,HMGB2,n.s.,n.s.
Q16643,0.3511022387907552,20.7822134979331,1.540866415226744,0.12882757337454523,0.5120442423422066,-4.897208187740702,Q16643,Drebrin,DBN1,n.s.,n.s.
P55060,0.31494846813424004,25.94699084883081,1.5368001400588822,0.12981974328634982,0.514538364542246,-4.902947438522378,P55060,Exportin-2,CSE1L,n.s.,n.s.
Q9BTT0,0.38834277080541213,20.88708647085873,1.5268501685495712,0.13227321025251704,0.5227941167123292,-4.916932463625869,Q9BTT0,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,n.s.,n.s.
P43243,-0.2319137390330681,25.14188774492825,-1.5201864696881002,0.1339368563703993,0.5267881021809137,-4.926251920875108,P43243,Matrin-3,MATR3,n.s.,n.s.
P51153,-0.3048402786787179,20.846459622460245,-1.5176324542192707,0.13457887297981383,0.5267881021809137,-4.92981389671169,P51153,Ras-related protein Rab-13,RAB13,n.s.,n.s.
P78371,0.19217254629610636,25.153620885594872,1.5130645830057725,0.13572259483201346,0.5267881021809137,-4.936163831228479,P78371,T-complex protein 1 subunit beta,CCT2,n.s.,n.s.
Q00341,0.22507833343227546,24.083877329963084,1.5109535769672189,0.1362693205386419,0.5267881021809137,-4.939102633475579,Q00341,Vigilin,HDLBP,n.s.,n.s.
Q16181;Q6ZU15,0.19680925550204265,23.30830349168168,1.5093466077099684,0.13666697049462082,0.5267881021809137,-4.941324587978522,Q16181,Septin-7,41524.0,n.s.,n.s.
Q9Y230,-0.1833841663164968,23.552111768344073,-1.5081059218566404,0.13698358931313495,0.5267881021809137,-4.943044343439626,Q9Y230,RuvB-like 2,RUVBL2,n.s.,n.s.
P31150,0.3862944183108077,23.166603550147187,1.5080112608904865,0.1370193486459159,0.5267881021809137,-4.943182751433011,P31150,Rab GDP dissociation inhibitor alpha,GDI1,n.s.,n.s.
O95864,-0.34725825139584643,21.0356361367868,-1.507099428462933,0.13725244670933767,0.5267881021809137,-4.944445708008075,O95864,Fatty acid desaturase 2,FADS2,n.s.,n.s.
Q5TDH0,-0.3052794744181817,20.249851289316407,-1.5070212180786695,0.13727245477919023,0.5267881021809137,-4.944554002575293,Q5TDH0,Protein DDI1 homolog 2,DDI2,n.s.,n.s.
Q15067,0.45620444821321016,20.350855374613964,1.504105358633289,0.1380200493265592,0.5267881021809137,-4.948587780023898,Q15067,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,n.s.,n.s.
P61769,0.5317851139861354,22.49704637474901,1.5024577468829354,0.13844390072063487,0.5267881021809137,-4.950863896215765,P61769,Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3,B2M,n.s.,n.s.
Q92599,0.33233883159067545,20.76700525411222,1.49994759134201,0.13909162064893482,0.5267881021809137,-4.954327173670652,Q92599,Septin-8,41525.0,n.s.,n.s.
P54132,-0.16256704703107516,23.08453093614267,-1.498824945852794,0.13937051418270882,0.5267881021809137,-4.9558677422897865,P54132,Bloom syndrome protein,BLM,n.s.,n.s.
O15018,-0.3239287649734699,20.8673483064689,-1.4969537074789465,0.13986729024892888,0.5267881021809137,-4.958450885497619,O15018,PDZ domain-containing protein 2;Processed PDZ domain-containing protein 2,PDZD2,n.s.,n.s.
Q14247,0.399474712815465,23.484329086327605,1.496882713289025,0.13988572513547257,0.5267881021809137,-4.958548579336599,Q14247,Src substrate cortactin,CTTN,n.s.,n.s.
Q9UM00,0.2562339951005086,20.739466823490194,1.4947588035964898,0.1404281807251151,0.5267881021809137,-4.961463813455529,Q9UM00,Transmembrane and coiled-coil domain-containing protein 1,TMCO1,n.s.,n.s.
P51608,0.29626284672796643,19.85587872964464,1.4947179199452367,0.14044877341608691,0.5267881021809137,-4.961525464829778,P51608,Methyl-CpG-binding protein 2,MECP2,n.s.,n.s.
P02743,-0.5579718125881463,21.06210475507731,-1.4940280652247173,0.1406285753553832,0.5267881021809137,-4.962473275534817,P02743,Serum amyloid P-component;Serum amyloid P-component(1-203),APCS,n.s.,n.s.
P05161,-0.6276140290131487,21.677636048511292,-1.4934685960102143,0.14077452730167084,0.5267881021809137,-4.963241650080927,P05161,Ubiquitin-like protein ISG15,ISG15,n.s.,n.s.
P62158,0.28404680401179405,25.723175314585998,1.492759327389602,0.14095973005041207,0.5267881021809137,-4.964215378053465,P62158,Calmodulin,CALM1,n.s.,n.s.
Q14204,0.19829306498900223,25.576587759704605,1.4921125531955661,0.1411239565020449,0.5267881021809137,-4.965100356782978,Q14204,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,n.s.,n.s.
Q9Y6N3,-0.36912405618105737,24.657006372235312,-1.489017250540754,0.14194003745221342,0.5280094718855529,-4.969345679766185,Q9Y6N3,Calcium-activated chloride channel regulator family member 3,CLCA3P,n.s.,n.s.
P62805,-0.1824557201548238,30.26343805346633,-1.4879860314696418,0.14219957428526583,0.5280094718855529,-4.970751456336396,P62805,Histone H4,HIST1H4A,n.s.,n.s.
P43246,0.3491313492653312,20.700378417764785,1.4839360671988264,0.1432797416734235,0.5306239252000015,-4.976292871436386,P43246,DNA mismatch repair protein Msh2,MSH2,n.s.,n.s.
P62136,0.18485293147923088,22.458262957242304,1.475741108930329,0.14544984093611896,0.5372505904734656,-4.987446061400207,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PPP1CA,n.s.,n.s.
P35637,-0.3118780907483867,23.02142242155346,-1.4741524416756426,0.14588730909475137,0.5374595120958072,-4.989607747143701,P35637,RNA-binding protein FUS,FUS,n.s.,n.s.
P39023;Q92901,-0.1366101721201538,24.411741959992383,-1.4669323974876658,0.14782389870935758,0.540979307213076,-4.999377031196168,P39023,60S ribosomal protein L3,RPL3,n.s.,n.s.
Q14011,-0.34730729564171625,22.953187649525077,-1.466405948733405,0.14797825683600727,0.540979307213076,-5.000092556005772,Q14011,Cold-inducible RNA-binding protein,CIRBP,n.s.,n.s.
P12429,0.6049307926774894,20.912601738295166,1.4663519226330284,0.1479929217464545,0.540979307213076,-5.000165500730143,P12429,Annexin A3,ANXA3,n.s.,n.s.
Q15582,0.5487211227098996,22.412267247602436,1.4621513749981596,0.14913661572294368,0.5425410718789445,-5.005829377052171,Q15582,Transforming growth factor-beta-induced protein ig-h3,TGFBI,n.s.,n.s.
Q10567,0.2558750481533245,21.636947599691858,1.4597091467901295,0.14979420232650245,0.5425410718789445,-5.009111678634806,Q10567,AP-1 complex subunit beta-1,AP1B1,n.s.,n.s.
O14950;P19105,0.2203741477702934,24.52483210523521,1.4592456047996232,0.1499318200324314,0.5425410718789445,-5.00973863377385,O14950;P19105,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A,MYL12B;MYL12A,n.s.,n.s.
P50851;Q8NFP9,-0.3840727658488916,23.58748369212979,-1.4591494218639536,0.14995819846405978,0.5425410718789445,-5.0098679098902075,P50851,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA,n.s.,n.s.
O60841,0.1541302548080843,20.016456739945657,1.456593143368123,0.1506490990136272,0.5436467486143938,-5.01329684916249,O60841,Eukaryotic translation initiation factor 5B,EIF5B,n.s.,n.s.
P35222,-0.3510754533353406,22.75147631239936,-1.4470282257334683,0.15331163435821046,0.5505670289111595,-5.0260965036710115,P35222,Catenin beta-1,CTNNB1,n.s.,n.s.
Q9H4A4,-0.31792857781127637,24.068511391899204,-1.4467756904545614,0.15338211789024883,0.5505670289111595,-5.026433281288909,Q9H4A4,Aminopeptidase B,RNPEP,n.s.,n.s.
Q9BRX8,0.46468757082371326,20.822514200459885,1.4453835132052502,0.15377113376249804,0.5505670289111595,-5.028288893241949,Q9BRX8,Redox-regulatory protein FAM213A,FAM213A,n.s.,n.s.
P0C0S5;Q71UI9,-0.2491083505401832,24.448555700146,-1.4434374803164052,0.1543162028082118,0.5505670289111595,-5.030879959379925,P0C0S5;Q71UI9,Histone H2A.Z;Histone H2A.V,H2AFZ;H2AFV,n.s.,n.s.
P31942,0.23846716615992491,23.462053933194134,1.4427192683301178,0.15451774872347213,0.5505670289111595,-5.03183541379171,P31942,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,n.s.,n.s.
Q08257,-0.4387453565918733,22.945886217503187,-1.438882626186894,0.15559787196312527,0.5530191368764982,-5.036931929746218,Q08257,Quinone oxidoreductase,CRYZ,n.s.,n.s.
P35270,-0.5726286841857977,19.939669356413077,-1.4357976161638633,0.15647064758766932,0.5547238285080438,-5.041020874087919,P35270,Sepiapterin reductase,SPR,n.s.,n.s.
O14579,-0.23266791261550424,22.48429232515533,-1.4300845214098854,0.1580855490483097,0.558432018362222,-5.048569182777475,O14579,Coatomer subunit epsilon,COPE,n.s.,n.s.
P55036;A2A3N6,-0.1710955262348861,21.937033889023592,-1.4279635405239803,0.15869266435409982,0.558432018362222,-5.051365415771482,P55036;A2A3N6,26S proteasome non-ATPase regulatory subunit 4;Putative PIP5K1A and PSMD4-like protein,PSMD4;PIPSL,n.s.,n.s.
P02545,-0.22032419857412933,28.353809024383914,-1.4279641348075125,0.15870392584213397,0.558432018362222,-5.051366998910273,P02545,Prelamin-A/C;Lamin-A/C,LMNA,n.s.,n.s.
P08670;P41219;P07197;Q16352,0.3548381883025371,27.86700505972427,1.4257036687788802,0.1593529533181478,0.559320938139071,-5.054342766646904,P08670,Vimentin,VIM,n.s.,n.s.
O95786,-0.3227369344328288,21.019338171165252,-1.4235005073754394,0.1599875084574997,0.5601547752693103,-5.0572388877103895,O95786,Probable ATP-dependent RNA helicase DDX58,DDX58,n.s.,n.s.
Q8NFF5,0.31800182060495885,20.586338463561486,1.4138088139307752,0.16280221707501397,0.5685988324080314,-5.069929534495648,Q8NFF5,FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region,FLAD1,n.s.,n.s.
Q9NSE2,-0.31033386994378276,23.346336717878586,-1.4108907039911898,0.1636571744223356,0.5701735138516433,-5.073734839813946,Q9NSE2,Cytokine-inducible SH2-containing protein,CISH,n.s.,n.s.
P09960,-0.34994456211376956,22.629342916391245,-1.408653675714137,0.16431493448884177,0.5701997866180332,-5.076647047110908,P09960,Leukotriene A-4 hydrolase,LTA4H,n.s.,n.s.
Q92664,0.47484404675920544,18.447619855280653,1.4066919289014732,0.16489343286002214,0.5701997866180332,-5.079197353205072,Q92664,Transcription factor IIIA,GTF3A,n.s.,n.s.
P26599,-0.12237501804548145,25.88000486394133,-1.4046575318774883,0.16548364861458578,0.5701997866180332,-5.081837458048121,P26599,Polypyrimidine tract-binding protein 1,PTBP1,n.s.,n.s.
O00231,0.11521902269507223,23.513079470384994,1.4038115337302515,0.1657343160399556,0.5701997866180332,-5.082934815638214,O00231,26S proteasome non-ATPase regulatory subunit 11,PSMD11,n.s.,n.s.
P27816,0.40255198446720897,22.990204659433058,1.4005857606097836,0.16670415079478212,0.5701997866180332,-5.087114331691598,P27816,Microtubule-associated protein 4,MAP4,n.s.,n.s.
Q15417,-0.45053704487315116,21.249706953962505,-1.400208376127495,0.16681656139780224,0.5701997866180332,-5.0876025802384195,Q15417,Calponin-3,CNN3,n.s.,n.s.
Q6UW68,-0.3639344178994719,22.398101124697266,-1.3989232049932876,0.16719981081206384,0.5701997866180332,-5.0892643774251844,Q6UW68,Transmembrane protein 205,TMEM205,n.s.,n.s.
P12830,-0.362265156921481,23.093411306714483,-1.3982600770675018,0.1673978267830759,0.5701997866180332,-5.090121283225836,P12830,Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3,CDH1,n.s.,n.s.
Q13242,0.2579149420720874,22.035014667717633,1.3976187546495704,0.16758018801464844,0.5701997866180332,-5.090948985779031,Q13242,Serine/arginine-rich splicing factor 9,SRSF9,n.s.,n.s.
P19484,0.28444111757718815,21.754685480967034,1.395931401784253,0.16809462253943852,0.5701997866180332,-5.093127444655534,P19484,Transcription factor EB,TFEB,n.s.,n.s.
Q9H0U3,0.2577228493235779,20.849597810067326,1.395288383435367,0.16828742231512359,0.5701997866180332,-5.0939567161362564,Q9H0U3,Magnesium transporter protein 1,MAGT1,n.s.,n.s.
A8MWD9;P62308,-0.15873303914825598,21.020464307779008,-1.393620465398619,0.16877698438703762,0.5701997866180332,-5.096105478491214,A8MWD9;P62308,Small nuclear ribonucleoprotein G-like protein;Small nuclear ribonucleoprotein G,SNRPG,n.s.,n.s.
P30050,0.15680987851143513,24.831113442454125,1.3931510924253794,0.16891815081951655,0.5701997866180332,-5.096709932108936,P30050,60S ribosomal protein L12,RPL12,n.s.,n.s.
P81605,-0.5388616999198774,21.527411942212005,-1.3913897343279993,0.16946002527532483,0.5706637128006762,-5.098977011668062,P81605,Dermcidin;Survival-promoting peptide;DCD-1,DCD,n.s.,n.s.
Q9NR23,-0.34676390672360213,21.693734260304446,-1.3869615884851623,0.17079950106548122,0.5738049904842715,-5.104663276560004,Q9NR23,Growth/differentiation factor 3,GDF3,n.s.,n.s.
Q13155,-0.1350200316121466,21.050752995138197,-1.3833035189124143,0.17190086233793114,0.5738819050236174,-5.109347806304118,Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,n.s.,n.s.
P12525;P17538,0.6235903134379299,21.92014137713801,1.3817782864119776,0.17237772643002067,0.5738819050236174,-5.1112978023322,P12525,Protein L-Myc-2,MYCL2,n.s.,n.s.
Q9UNS2,-0.15233683270943743,20.554568780015423,-1.3817376152228358,0.17237886027761282,0.5738819050236174,-5.111349710243717,Q9UNS2,COP9 signalosome complex subunit 3,COPS3,n.s.,n.s.
P26038,0.3578144304938604,22.5908883102294,1.3815441656346852,0.17244927549965539,0.5738819050236174,-5.111596926023392,P26038,Moesin,MSN,n.s.,n.s.
P46459,-0.21683095391820828,23.24416641468062,-1.3790043268096688,0.17322243886891875,0.5750984970448102,-5.114838933752535,P46459,Vesicle-fusing ATPase,NSF,n.s.,n.s.
P61020,-0.20716493931474034,21.82963121261242,-1.3695887287844482,0.17612207563616813,0.583352696532003,-5.126809412008072,P61020,Ras-related protein Rab-5B,RAB5B,n.s.,n.s.
Q9Y4L1,0.30222561763063993,23.9808732047746,1.36460500824602,0.17768672019014217,0.5871568201130928,-5.133113738159954,Q9Y4L1,Hypoxia up-regulated protein 1,HYOU1,n.s.,n.s.
P36537,-0.17205746294073165,24.248782420148007,-1.3548405520190099,0.1807502936217603,0.5948165176548936,-5.145405382095953,P36537,UDP-glucuronosyltransferase 2B10,UGT2B10,n.s.,n.s.
Q14677,-0.16540131561901106,21.103757256021638,-1.354529845422446,0.1808478285428415,0.5948165176548936,-5.145795224871551,Q14677,Clathrin interactor 1,CLINT1,n.s.,n.s.
